207,Wine - Prosecco Valdobiaddene,,true,18.6,,6,2022-05-09 00:35:31,2021-09-22 19:11:14,2021-10-25 11:56:55,4,48
208,Tomato - Tricolor Cherry,,true,16.3,,17,2022-05-31 02:54:51,2021-12-20 09:14:09,2021-11-01 16:26:41,4,42
209,Wine - Fat Bastard Merlot,,false,4.16,,20,2022-02-14 20:42:38,2021-03-15 23:51:30,2021-09-28 17:14:50,2,9
210,Smirnoff Green Apple Twist,,true,21.87,,100,2022-01-30 22:53:35,2021-02-22 18:35:31,2021-10-02 13:51:24,3,4
211,Grapefruit - White,,true,16.97,,61,2022-03-16 14:25:51,2022-01-12 19:44:45,2021-10-10 19:04:37,2,52
212,Blue Curacao - Marie Brizard,,false,18.61,,87,2022-04-12 05:13:38,2021-12-16 09:40:54,2022-01-02 06:06:37,4,9
213,Cheese - Cheddarsliced,,true,19.22,,75,2022-05-11 12:40:16,2021-05-31 06:37:06,2021-11-15 23:08:28,4,64
214,Wine - Jafflin Bourgongone,,true,18.31,,67,2022-05-12 00:11:37,2021-05-11 17:34:17,2021-10-28 15:51:36,1,94
215,Pork - European Side Bacon,,false,15.39,,66,2022-01-26 20:04:54,2021-02-15 23:31:01,2022-01-19 06:09:58,5,24
216,Banana,,false,10.47,,60,2022-04-01 04:12:27,2021-10-02 00:39:41,2021-10-29 12:38:56,5,75
217,Sprouts - Brussel,,false,21.03,,33,2022-06-15 21:17:00,2021-07-20 16:21:00,2021-11-26 19:03:24,5,84
218,"Beans - Navy, Dry",,false,24.48,,97,2022-04-05 13:46:13,2021-05-02 18:29:01,2021-12-04 20:46:42,1,74
219,Bread - Pumpernickel,,false,8.01,,84,2022-05-27 22:40:50,2021-03-18 12:55:58,2021-10-25 10:10:08,2,98
220,"Lentils - Green, Dry",,false,12.92,,19,2022-01-27 06:27:23,2021-05-12 19:51:19,2021-11-17 20:47:57,1,46
221,Squid - U - 10 Thailand,,true,1.43,,27,2022-03-24 05:08:24,2021-05-25 20:31:48,2021-10-24 14:15:08,4,27
222,Beer - True North Lager,,false,21.65,,15,2022-03-08 23:00:58,2021-09-23 17:35:40,2021-11-03 01:31:22,5,34
223,Wine - White Cab Sauv.on,,false,17.89,,50,2022-04-24 06:44:15,2021-05-21 06:09:21,2022-01-24 14:20:43,1,20
224,Oil - Peanut,,false,18.71,,27,2022-03-21 17:56:00,2021-12-18 15:44:21,2021-12-13 04:50:07,4,97
225,"Veal - Brisket, Provimi,bnls",,false,11.92,,14,2022-04-21 20:09:09,2021-11-29 18:41:47,2021-12-18 01:00:37,5,5
226,Papadam,,true,20.26,,56,2022-04-06 18:13:36,2021-09-23 05:46:52,2021-10-06 01:04:10,2,22
227,"Yogurt - Banana, 175 Gr",,true,8.1,,14,2022-04-19 06:06:18,2021-11-22 14:15:05,2021-12-29 03:33:23,5,34
228,"Soup - Campbells, Lentil",,false,16.8,,65,2022-03-23 06:50:50,2021-04-15 18:04:30,2021-10-05 07:11:52,4,87
229,Soup - Cream Of Potato / Leek,,false,8.74,,13,2022-06-19 08:43:45,2021-06-23 04:42:23,2021-11-28 03:03:20,5,14
230,Pumpkin - Seed,,false,5.73,,68,2022-03-27 21:10:54,2021-11-25 15:17:10,2021-12-01 15:17:27,1,39
231,"Crush - Grape, 355 Ml",,false,11.6,,75,2022-05-22 21:48:45,2021-11-29 15:37:11,2021-11-06 12:55:12,2,98
232,"Napkin - Beverge, White 2 - Ply",,true,17.67,,72,2022-05-02 17:42:22,2021-05-10 08:46:43,2021-12-17 04:55:21,2,65
233,Chicken Breast Wing On,,true,24.11,,82,2022-04-03 19:09:51,2021-09-17 13:16:36,2022-01-16 21:56:27,1,57
234,Vanilla Beans,,true,5.53,,66,2022-04-09 00:06:43,2021-06-26 08:28:17,2021-11-28 12:41:46,1,26
235,Puree - Mocha,,false,11.23,,71,2022-01-27 13:21:43,2021-04-03 13:42:00,2021-12-07 21:00:15,2,69
236,"Pepper - Julienne, Frozen",,true,8.59,,10,2022-05-31 11:11:20,2021-08-19 15:45:47,2021-12-17 02:16:33,4,13
237,Peach - Halves,,false,17.99,,80,2022-05-31 06:50:29,2021-02-27 16:44:45,2021-12-20 04:19:59,3,71
238,"Juice - Grape, White",,true,24.11,,82,2022-02-10 13:15:57,2021-11-09 00:07:02,2022-01-12 16:29:53,3,42
239,Container - Hngd Cll Blk 7x7x3,,false,14.1,,31,2022-02-11 00:40:11,2021-08-30 03:04:12,2021-12-22 15:34:07,2,15
240,Creme De Menthe Green,,true,13.69,,35,2022-02-12 08:25:37,2021-03-27 07:22:45,2021-10-26 20:55:58,4,80
241,Truffle Shells - Semi - Sweet,,true,3.51,,44,2022-02-14 02:28:12,2021-10-15 05:09:41,2021-10-30 19:04:24,3,11
242,Venison - Racks Frenched,,true,21.88,,20,2022-06-21 15:12:07,2021-03-07 23:07:10,2021-12-25 07:23:37,1,68
243,Chips - Miss Vickies,,false,4.92,,67,2022-04-11 08:40:47,2021-06-10 08:00:31,2021-11-22 16:00:25,3,62
244,Scallops - 10/20,,true,14.8,,68,2022-05-28 04:37:38,2021-08-28 22:29:12,2021-12-23 22:41:57,1,2
245,Skewers - Bamboo,,false,1.11,,3,2022-04-23 20:27:15,2021-04-13 18:44:24,2022-01-18 15:18:55,2,7
246,Beans - Fine,,true,16.69,,76,2022-06-02 17:11:02,2021-10-08 17:30:29,2021-11-08 15:48:58,1,15
247,Meldea Green Tea Liquor,,false,17.45,,83,2022-02-12 05:04:39,2021-04-17 16:56:40,2021-12-05 07:06:17,3,29
248,"Pasta - Linguini, Dry",,true,5.93,,70,2022-04-03 04:27:48,2021-07-30 04:39:58,2021-12-27 08:39:18,4,13
249,Muffin Mix - Blueberry,,true,20.95,,7,2022-02-16 04:40:29,2021-06-04 08:53:45,2021-09-27 21:28:09,5,36
250,Beer - Steamwhistle,,false,9.7,,87,2022-03-27 02:02:10,2021-07-18 16:07:23,2021-12-11 18:07:07,1,94
251,Shopper Bag - S - 4,,true,23.7,,78,2022-04-30 01:53:13,2021-10-07 20:06:06,2021-10-18 03:57:32,4,72
252,Wine - Magnotta - Pinot Gris Sr,,false,2.04,,31,2022-03-24 00:31:00,2021-06-03 23:35:05,2021-12-06 19:57:51,2,8
253,Glass - Juice Clear 5oz 55005,,true,3.53,,58,2022-06-11 00:45:20,2021-07-11 05:19:15,2021-10-16 01:45:37,1,25
254,Food Colouring - Blue,,false,16.98,,82,2022-01-26 10:46:54,2021-06-07 15:34:21,2021-10-12 16:25:54,1,79
255,Bread - Crusty Italian Poly,,false,2.76,,97,2022-06-08 22:45:35,2021-10-26 15:44:23,2021-12-12 23:39:43,2,2
256,Vegetable - Base,,false,2.48,,77,2022-01-26 23:32:05,2021-07-04 08:11:16,2021-10-30 05:14:09,4,99
257,"Lid - Translucent, 3.5 And 6 Oz",,true,6.06,,48,2022-04-04 15:22:14,2021-03-19 01:41:33,2021-12-18 19:38:29,1,97
258,Nantuket Peach Orange,,false,10.74,,48,2022-05-10 06:03:41,2021-05-20 21:24:28,2021-12-13 02:10:22,5,49
259,Beef - Ground Medium,,false,18.69,,86,2022-01-29 07:51:18,2021-03-22 11:27:57,2021-12-23 08:16:09,3,93
260,Ham - Virginia,,true,9.76,,35,2022-03-26 10:04:04,2022-01-12 06:54:30,2022-01-08 14:29:48,5,95
261,Jolt Cola - Electric Blue,,false,8.29,,2,2022-06-11 01:05:08,2021-03-20 07:13:27,2021-10-29 23:30:53,4,97
262,V8 - Vegetable Cocktail,,false,22.03,,45,2022-05-17 10:37:37,2021-10-29 13:43:31,2021-10-13 13:36:40,1,77
263,Tarragon - Fresh,,true,20.28,,75,2022-06-07 11:23:45,2021-03-07 11:03:48,2021-10-11 01:23:44,1,91
264,Pork - Ground,,true,20.56,,78,2022-03-29 14:12:01,2021-07-20 18:47:41,2021-12-06 10:39:48,1,92
265,Soup - Base Broth Chix,,false,10.65,,79,2022-06-03 17:47:59,2022-01-19 15:14:02,2021-11-22 05:06:35,2,25
266,Muffin Mix - Chocolate Chip,,false,23.66,,72,2022-02-11 03:37:23,2021-04-18 13:56:43,2021-12-10 17:46:59,4,51
267,Basil - Pesto Sauce,,true,17.33,,1,2022-04-06 15:44:14,2021-10-28 06:51:29,2021-12-27 15:43:35,3,28
268,Chocolate - Dark,,true,10.31,,47,2022-06-02 22:26:42,2021-11-13 15:16:52,2021-11-02 01:57:15,2,17
269,Nori Sea Weed,,false,7.87,,35,2022-05-03 09:53:58,2021-03-11 11:57:08,2021-12-22 05:55:42,3,70
270,"Gin - Gilbeys London, Dry",,true,5.96,,4,2022-05-29 21:13:57,2021-11-29 05:27:46,2021-11-28 12:36:39,3,8
271,Sandwich Wrap,,true,2.53,,52,2022-04-01 17:35:12,2022-01-09 10:56:12,2021-12-24 00:59:58,4,30
272,Broom - Push,,false,6.51,,27,2022-02-23 06:03:40,2021-04-01 15:49:54,2021-10-31 13:32:08,1,5
273,Cheese - Oka,,false,8.51,,47,2022-06-11 06:02:03,2021-10-11 22:05:57,2021-10-13 01:14:49,5,79
274,Pear - Asian,,false,15.39,,59,2022-03-28 22:29:54,2021-12-03 04:12:28,2021-10-27 08:23:42,3,38
275,"Bread - White, Unsliced",,true,17.77,,40,2022-06-09 10:00:40,2021-06-18 23:29:54,2021-10-02 02:42:47,2,92
276,Foil - 4oz Custard Cup,,false,6.66,,99,2022-02-19 17:45:33,2021-06-06 17:08:24,2021-12-23 09:01:43,5,97
277,Sauce - Mint,,true,4.66,,23,2022-06-23 16:35:37,2021-08-24 10:54:58,2021-10-17 12:02:25,4,22
278,Shrimp - Black Tiger 8 - 12,,false,14.33,,52,2022-06-12 08:30:09,2021-12-06 15:12:24,2022-01-12 13:12:59,3,85
279,Potatoes - Mini Red,,false,10.19,,72,2022-04-12 01:39:03,2021-03-21 06:59:45,2021-12-25 12:33:02,3,80
280,"Beef - Cooked, Corned",,true,16.08,,37,2022-03-24 10:05:54,2021-12-04 11:28:24,2021-10-23 01:13:06,5,40
281,"Tart Shells - Savory, 2",,true,15.76,,49,2022-06-15 09:54:30,2021-06-12 11:49:51,2021-10-25 05:58:52,1,99
282,Pasta - Agnolotti - Butternut,,true,4.24,,28,2022-04-10 14:51:14,2021-12-11 19:02:27,2022-01-12 22:32:15,3,7
283,Crackers - Graham,,false,4.28,,98,2022-02-27 12:10:08,2021-08-13 04:04:55,2021-12-08 20:44:41,1,7
284,Island Oasis - Mango Daiquiri,,false,19.73,,53,2022-02-08 23:16:11,2021-02-11 08:26:08,2021-09-30 11:57:24,5,98
285,Egg Patty Fried,,false,19.7,,72,2022-04-03 01:48:35,2022-01-04 17:59:12,2021-11-20 20:01:33,4,66
286,Puree - Strawberry,,false,16.71,,10,2022-03-30 02:08:46,2021-09-15 19:11:50,2021-09-25 01:37:50,2,32
287,"Sparkling Wine - Rose, Freixenet",,true,7.1,,95,2022-05-07 06:02:43,2021-09-09 12:22:58,2021-10-09 17:40:02,5,48
288,Bread - 10 Grain,,false,3.8,,61,2022-04-23 20:56:06,2021-03-13 21:13:40,2021-10-07 04:03:07,4,93
289,"Tart Shells - Savory, 4",,true,23.64,,81,2022-03-06 14:15:58,2021-06-18 20:08:44,2021-11-29 17:40:29,4,45
290,Salt - Seasoned,,true,9.69,,24,2022-02-16 23:34:53,2021-02-09 19:18:36,2021-10-22 13:30:59,4,15
291,Lettuce - Frisee,,false,18.2,,22,2022-03-26 22:49:12,2021-07-13 14:27:43,2021-12-19 12:45:28,2,55
292,Tea - Honey Green Tea,,true,6.68,,83,2022-03-20 11:03:01,2021-10-28 23:37:10,2021-12-06 10:47:02,4,81
293,Blueberries - Frozen,,false,5.57,,16,2022-03-02 17:46:18,2021-10-25 07:13:14,2021-11-28 16:47:10,5,70
294,Higashimaru Usukuchi Soy,,true,16.41,,53,2022-04-15 22:35:05,2021-04-10 14:35:08,2022-01-10 10:20:59,3,52
295,Cup - Translucent 7 Oz Clear,,true,10.51,,1,2022-03-17 10:07:17,2021-12-04 23:09:11,2022-01-20 22:16:47,3,97
296,"Pasta - Elbows, Macaroni, Dry",,true,20.64,,72,2022-05-06 20:40:34,2021-02-28 12:23:03,2021-12-12 02:16:41,5,1
297,Wine - Jackson Triggs Okonagan,,true,20.75,,28,2022-02-25 16:51:50,2021-12-19 11:49:12,2022-01-18 14:02:36,1,48
298,"Pail - 4l White, With Handle",,false,24.91,,27,2022-03-10 13:47:25,2022-01-13 17:50:21,2021-12-30 15:33:04,5,8
299,"Water - Mineral, Natural",,false,24.04,,48,2022-02-14 16:41:14,2022-01-06 23:05:53,2021-12-03 01:08:34,3,74
300,Cheese - Taleggio D.o.p.,,true,11.86,,85,2022-02-25 07:30:06,2021-12-08 17:55:56,2021-09-27 12:48:09,5,51
301,Irish Cream - Butterscotch,,false,11.38,,45,2022-04-13 13:41:45,2021-04-16 10:33:13,2022-01-18 18:12:30,5,63
302,Wine - Stoneliegh Sauvignon,,false,14.75,,13,2022-04-14 20:55:21,2021-05-24 20:38:56,2021-12-02 19:31:08,4,27
303,Tea - Vanilla Chai,,true,8.68,,91,2022-06-08 02:49:21,2021-06-03 01:13:32,2022-01-12 22:52:05,1,94
304,Wine - Malbec Trapiche Reserve,,false,5.25,,90,2022-02-12 23:59:21,2021-06-27 02:23:10,2021-12-20 21:10:23,5,73
305,"Bread - Pita, Mini",,true,22.39,,43,2022-06-14 20:50:15,2021-11-23 18:17:47,2021-12-25 11:48:51,3,61
306,Onions - White,,false,2.13,,56,2022-04-22 05:01:24,2021-07-04 03:09:37,2021-10-01 03:51:59,2,75
307,Bread - Mini Hamburger Bun,,false,14.01,,90,2022-04-08 12:28:01,2022-01-13 14:04:13,2022-01-08 02:01:02,4,77
308,Lettuce - Romaine,,true,2.16,,13,2022-03-28 10:42:37,2021-02-16 17:05:10,2021-09-28 08:33:27,3,15
309,Wine - Magnotta - Cab Sauv,,true,12.73,,98,2022-01-28 20:33:59,2021-04-02 11:59:07,2022-01-14 14:07:27,1,9
310,Soup - Campbells - Tomato,,true,19.4,,60,2022-02-14 13:41:20,2021-05-21 06:11:32,2021-11-24 09:31:21,3,89
311,"Pasta - Tortellini, Fresh",,false,10.0,,27,2022-02-02 13:00:04,2021-04-15 04:29:11,2021-11-03 18:04:23,1,64
312,Ecolab Digiclean Mild Fm,,false,1.54,,71,2022-04-11 16:07:23,2021-05-13 12:07:22,2021-12-23 12:21:08,2,23
313,Spice - Montreal Steak Spice,,false,24.83,,74,2022-06-17 21:48:28,2021-04-18 08:42:47,2021-12-13 12:07:37,1,42
314,Milk - Buttermilk,,true,9.74,,44,2022-02-14 08:51:52,2021-10-20 04:01:07,2022-01-22 23:15:36,3,85
315,Breakfast Quesadillas,,false,12.6,,33,2022-04-07 06:11:10,2021-05-16 14:23:18,2021-12-08 02:39:42,2,14
316,Glycerine,,true,24.4,,94,2022-05-09 03:22:37,2021-06-18 23:14:59,2021-10-02 05:05:28,1,11
317,Myers Planters Punch,,false,21.13,,48,2022-03-25 22:10:12,2021-12-22 04:34:51,2021-12-17 05:10:54,2,56
318,Truffle - Peelings,,true,21.67,,30,2022-03-07 08:18:06,2021-05-11 12:43:24,2022-01-02 03:09:48,5,46
319,Parsley - Fresh,,false,22.36,,21,2022-04-24 16:22:10,2021-10-20 10:58:54,2021-09-26 03:25:31,3,25
320,Bread - White Epi Baguette,,true,8.89,,56,2022-05-22 04:29:25,2021-04-11 22:18:44,2021-12-10 19:24:10,1,55
321,Marjoram - Fresh,,false,10.26,,7,2022-06-06 06:52:43,2021-09-20 21:11:14,2021-10-13 04:41:45,4,38
322,Lettuce - Boston Bib,,true,19.73,,34,2022-06-01 22:26:59,2021-10-31 10:19:03,2021-11-26 13:45:18,4,91
323,Canada Dry,,false,23.62,,71,2022-02-15 01:43:25,2021-03-25 15:20:56,2021-10-27 00:57:47,5,15
324,Salmon Steak - Cohoe 6 Oz,,false,18.0,,68,2022-04-02 03:52:37,2021-04-17 07:06:35,2022-01-05 07:43:48,3,81
325,Juice - Prune,,false,21.31,,73,2022-06-13 14:56:47,2021-06-24 18:06:55,2021-12-11 19:27:38,3,39
326,Beef Tenderloin Aaa,,false,4.99,,84,2022-01-28 20:06:16,2021-05-02 01:45:49,2021-11-03 23:34:21,4,8
327,Sauce - Caesar Dressing,,true,5.92,,72,2022-02-27 07:14:17,2021-12-05 17:19:14,2021-10-18 09:09:19,4,22
328,Cheese - Gouda,,false,9.79,,54,2022-02-13 11:59:19,2021-09-07 13:17:08,2022-01-09 19:37:03,4,50
329,Bread - Hamburger Buns,,false,15.13,,48,2022-06-04 03:47:38,2021-02-24 06:30:14,2021-12-17 14:45:50,5,99
330,Pastrami,,true,17.62,,94,2022-06-12 22:21:54,2021-05-17 13:44:09,2022-01-19 21:02:15,1,86
331,Bread - Frozen Basket Variety,,true,3.98,,11,2022-04-18 17:18:53,2021-01-31 04:20:16,2021-10-16 11:58:07,3,74
332,"Salmon - Atlantic, Skin On",,false,14.4,,18,2022-04-12 12:21:42,2021-07-13 04:28:39,2022-01-23 05:59:17,2,41
333,"Soup - Knorr, French Onion",,false,6.03,,66,2022-03-26 18:16:46,2021-10-11 13:48:42,2021-10-21 22:53:35,3,81
334,"Doilies - 7, Paper",,true,22.69,,75,2022-04-11 16:35:32,2021-07-20 17:16:06,2021-11-22 14:40:23,4,72
335,Lettuce - Lolla Rosa,,true,9.22,,30,2022-05-26 18:37:44,2021-12-10 13:29:14,2021-11-10 13:27:58,2,39
336,"Pasta - Orzo, Dry",,true,16.89,,43,2022-05-05 04:05:30,2021-03-22 05:53:46,2021-09-29 11:01:35,4,61
337,Jameson Irish Whiskey,,false,23.05,,27,2022-03-10 07:39:55,2021-11-07 03:36:47,2021-10-23 00:00:49,3,89
338,"Soup - Knorr, Veg / Beef",,false,23.31,,62,2022-04-29 07:32:26,2021-03-21 05:00:05,2021-09-26 14:29:31,1,64
339,Pork - Back Ribs,,true,18.62,,48,2022-03-11 00:36:25,2021-11-13 09:16:26,2022-01-07 12:54:50,3,76
340,Container - Hngd Cll Blk 7x7x3,,false,2.01,,57,2022-06-04 18:59:22,2021-11-05 16:13:07,2021-11-04 01:34:58,3,23
341,Wine - Tribal Sauvignon,,false,24.94,,42,2022-05-11 09:41:10,2021-02-07 16:44:08,2022-01-21 01:29:32,3,58
342,"Chocolate - Pistoles, White",,true,13.07,,29,2022-05-29 18:34:25,2021-02-26 20:24:58,2021-10-11 22:49:10,2,59
343,Salt - Sea,,false,21.79,,3,2022-06-14 20:42:54,2021-04-22 17:02:35,2022-01-14 00:50:21,1,53
344,Laundry - Bag Cloth,,false,12.01,,34,2022-02-02 18:47:49,2021-05-09 04:15:56,2021-11-15 13:22:59,5,13
345,Monkfish - Fresh,,true,2.74,,26,2022-01-29 20:26:40,2021-05-14 03:49:00,2021-12-02 17:29:27,4,59
346,Lamb - Rack,,true,16.25,,47,2022-02-01 05:43:53,2021-09-15 23:39:45,2021-10-10 18:56:17,2,16
347,Russian Prince,,false,2.91,,100,2022-06-17 13:12:13,2021-06-16 05:14:22,2021-11-25 04:55:52,2,1
348,Marjoram - Fresh,,false,24.92,,83,2022-06-15 12:28:49,2021-08-28 01:07:20,2022-01-06 14:09:41,4,35
349,Cookies Cereal Nut,,false,17.5,,13,2022-02-09 07:55:13,2021-08-23 08:16:06,2021-10-04 06:17:05,1,39
350,Bread Ww Cluster,,true,16.39,,10,2022-02-16 12:16:16,2021-05-19 01:43:44,2021-10-23 18:52:54,5,86
351,Hog / Sausage Casing - Pork,,true,18.33,,72,2022-05-24 22:22:18,2021-11-21 07:29:28,2021-12-22 01:01:24,1,80
352,Pastry - Banana Muffin - Mini,,false,6.35,,92,2022-02-07 03:22:44,2021-07-27 04:34:39,2021-11-19 15:30:51,3,11
353,Pails With Lids,,true,18.83,,45,2022-03-17 18:52:11,2021-05-16 12:54:05,2021-10-03 16:29:15,3,27
354,Maintenance Removal Charge,,true,12.66,,36,2022-05-04 06:54:33,2021-07-29 11:36:21,2021-10-05 19:41:20,4,63
355,Cheese - Mascarpone,,true,19.34,,65,2022-02-04 17:04:18,2021-10-27 22:01:41,2021-10-31 17:13:16,4,6
356,Pastry - Butterscotch Baked,,true,14.93,,96,2022-03-27 05:53:20,2021-08-20 06:30:32,2021-12-17 22:11:39,4,35
357,Cup - 8oz Coffee Perforated,,true,11.55,,60,2022-06-01 06:14:14,2021-06-17 03:05:37,2021-10-29 15:30:09,2,9
358,Pasta - Orecchiette,,true,19.16,,81,2022-02-01 03:24:58,2021-05-06 23:43:48,2021-12-12 11:57:19,1,18
359,Oxtail - Cut,,true,9.05,,54,2022-04-17 16:35:41,2021-06-11 05:32:45,2022-01-22 09:48:48,3,13
360,"Crab - Dungeness, Whole",,true,16.61,,74,2022-02-16 12:45:47,2021-04-30 17:16:10,2021-10-08 21:07:07,5,93
361,"Juice - Orange, 341 Ml",,false,6.3,,44,2022-02-25 08:36:07,2021-04-29 18:21:46,2021-12-04 21:29:49,2,60
362,Potatoes - Fingerling 4 Oz,,true,22.62,,3,2022-05-28 07:02:01,2021-02-13 12:48:23,2021-11-20 16:47:10,4,88
363,"Wine - Red, Cabernet Sauvignon",,true,13.7,,33,2022-05-11 11:47:08,2021-04-07 23:08:27,2022-01-18 18:12:14,5,72
364,"Carrots - Mini, Stem On",,false,15.12,,97,2022-03-17 14:52:34,2021-08-31 16:54:14,2021-12-11 20:50:08,5,15
365,Tea - Decaf 1 Cup,,false,24.07,,42,2022-02-03 21:24:50,2021-12-14 04:47:49,2021-11-27 11:53:28,2,60
366,Caviar - Salmon,,false,12.45,,1,2022-03-16 05:09:38,2021-09-30 04:07:59,2021-11-15 01:44:08,4,93
367,Wine - Jackson Triggs Okonagan,,false,19.7,,3,2022-05-19 16:51:24,2021-06-07 05:36:33,2021-12-28 09:54:32,1,19
368,Tea - Lemon Green Tea,,true,21.39,,2,2022-05-17 20:38:05,2022-01-12 21:36:56,2021-11-13 13:55:36,4,53
369,Tomatoes Tear Drop Yellow,,true,17.17,,62,2022-04-10 16:13:34,2021-05-04 09:08:13,2021-10-30 03:15:19,1,58
370,Pasta - Ravioli,,false,4.82,,29,2022-02-12 07:55:49,2021-10-26 16:25:33,2021-09-27 03:00:51,5,89
371,Jam - Apricot,,true,21.01,,13,2022-02-18 12:24:46,2021-03-12 11:32:01,2021-10-28 02:16:25,1,80
372,Rosemary - Dry,,true,5.88,,88,2022-04-24 04:20:46,2021-04-13 14:47:36,2021-10-30 21:09:53,4,100
373,Cookies Almond Hazelnut,,true,15.67,,25,2022-03-02 06:06:04,2021-09-03 18:13:58,2021-12-17 06:15:30,2,76
374,Rosemary - Fresh,,false,16.85,,80,2022-04-04 14:57:40,2021-12-12 17:31:05,2021-10-09 17:22:07,3,19
375,Bread - Pita,,true,12.81,,47,2022-04-24 22:51:07,2021-09-16 12:59:15,2021-12-18 13:47:30,2,42
376,Wine - Baron De Rothschild,,true,23.89,,7,2022-04-02 08:57:04,2021-10-30 17:16:55,2021-11-21 22:30:54,5,25
377,"Quail - Whole, Bone - In",,true,12.03,,94,2022-05-24 03:50:53,2021-07-22 09:21:38,2021-10-06 15:21:25,4,96
378,Bread - Raisin Walnut Oval,,true,16.16,,25,2022-03-18 09:06:21,2021-04-10 23:49:40,2021-11-25 17:40:47,4,96
379,Lettuce - Green Leaf,,false,11.89,,89,2022-03-08 04:09:15,2021-08-06 05:11:26,2022-01-01 02:29:51,1,9
380,Flour - Fast / Rapid,,true,12.83,,69,2022-06-04 04:26:37,2021-09-07 23:44:36,2021-12-19 23:33:32,4,65
381,"Nut - Hazelnut, Whole",,true,1.41,,12,2022-03-12 05:56:24,2021-12-21 12:10:26,2021-12-23 11:27:22,1,52
382,Icecream - Dstk Super Cone,,true,10.87,,33,2022-05-25 23:37:08,2021-06-12 16:15:07,2022-01-13 08:47:40,5,67
383,Table Cloth 54x54 Colour,,true,6.71,,23,2022-05-04 11:57:32,2021-03-13 12:19:14,2022-01-07 22:19:16,2,60
384,"Wine - Red, Metus Rose",,false,20.54,,7,2022-04-25 15:11:51,2021-08-21 13:43:20,2021-10-09 18:03:21,1,43
385,Gingerale - Diet - Schweppes,,true,6.78,,65,2022-02-15 20:13:13,2021-11-26 06:32:52,2021-10-30 17:13:37,5,15
386,Bread - French Stick,,false,12.15,,74,2022-02-16 21:19:21,2021-09-21 21:26:15,2021-12-14 15:37:30,2,85
387,Soup - Campbellschix Stew,,false,5.88,,46,2022-02-15 01:11:04,2021-12-04 08:24:44,2022-01-24 19:21:50,2,95
388,"Cup - 6oz, Foam",,false,4.0,,22,2022-06-09 10:55:04,2021-08-03 11:49:13,2021-10-10 03:10:00,2,58
389,Soup - French Onion,,true,19.28,,47,2022-01-26 00:44:31,2021-03-06 06:46:45,2021-10-11 19:37:34,3,22
390,Ham - Cooked Italian,,false,5.31,,54,2022-02-09 09:16:02,2021-11-25 08:15:34,2022-01-15 03:35:19,2,64
391,Piping - Bags Quizna,,true,9.85,,2,2022-03-26 02:58:14,2021-12-30 09:22:25,2021-10-25 00:58:54,2,75
392,"Sauce - Apple, Unsweetened",,true,20.03,,12,2022-03-10 20:23:41,2021-12-20 04:59:13,2022-01-05 01:01:25,3,45
393,Pasta - Canelloni,,false,8.36,,6,2022-04-01 08:06:31,2021-05-08 04:29:29,2022-01-12 07:42:43,3,61
394,Crab - Meat,,true,16.0,,86,2022-06-01 20:21:07,2021-05-20 09:40:48,2021-11-09 23:23:45,5,95
395,"Bread - Roll, Canadian Dinner",,true,8.81,,43,2022-05-11 10:48:52,2021-03-20 04:46:38,2021-10-22 00:41:09,5,33
396,Energy Drink - Redbull 355ml,,true,13.29,,90,2022-02-28 09:42:42,2021-05-07 05:05:09,2021-10-18 16:17:38,1,1
397,Beef - Top Butt Aaa,,false,16.37,,11,2022-02-11 02:30:06,2021-06-11 06:20:33,2021-12-01 19:18:10,5,30
398,"Lamb - Leg, Bone In",,true,16.98,,95,2022-06-10 06:47:41,2021-04-11 09:36:48,2022-01-11 06:29:23,5,100
399,Tea - Decaf 1 Cup,,false,23.02,,98,2022-04-14 17:29:24,2021-12-23 13:19:51,2021-12-07 18:16:57,3,45
400,Orange - Tangerine,,false,10.61,,18,2022-05-15 13:03:56,2021-06-14 13:40:22,2021-11-27 05:09:58,3,92
401,"Syrup - Monin, Irish Cream",,true,7.53,,100,2022-03-08 10:28:25,2021-11-01 06:53:02,2022-01-07 11:02:48,1,45
402,Noodles - Steamed Chow Mein,,false,15.09,,7,2022-02-19 05:52:14,2021-07-08 07:00:35,2021-11-24 21:53:09,2,66
403,Pan Grease,,true,10.7,,56,2022-05-21 10:50:53,2021-06-19 22:49:27,2021-10-24 23:29:52,1,21
404,Brandy Apricot,,false,24.98,,53,2022-03-17 00:13:47,2021-11-18 05:17:03,2021-09-29 19:45:18,5,99
405,"Star Anise, Whole",,false,23.91,,100,2022-06-01 08:32:36,2021-03-01 13:38:39,2021-11-04 05:03:53,3,8
406,Juice - Prune,,true,11.27,,1,2022-03-07 08:02:56,2021-06-11 13:29:18,2021-10-12 08:05:59,2,9
407,Cookie Double Choco,,true,1.72,,29,2022-05-26 17:42:51,2021-05-21 12:57:22,2021-11-18 04:12:40,5,79
408,"Pork - Back, Long Cut, Boneless",,true,17.49,,14,2022-02-26 23:26:52,2021-08-05 19:23:47,2021-10-31 13:27:48,4,75
409,Wine - Muscadet Sur Lie,,true,20.05,,98,2022-02-17 06:37:45,2021-05-25 03:47:08,2021-12-15 06:37:46,4,61
410,Seedlings - Clamshell,,true,10.31,,76,2022-04-30 14:55:40,2021-12-10 10:25:07,2021-12-31 13:55:33,4,7
411,Crackers - Trio,,false,8.96,,28,2022-02-20 10:36:43,2022-01-07 09:05:16,2021-10-05 21:00:19,5,84
